2.2314	0.1973	3.7654	3.8782	2.0012	3.0466	2.6863	0.6346
1.7132	1.1536	4.5472	4.0007	1.8177	4.6998	0.0858	4.6510
3.4167	3.7820	2.6729	2.5053	2.8318	0.0609	3.4968	2.9132
0.2667	0.6264	1.6899	4.5112	1.4077	0.1972	2.0804	3.6391
0.3945	0.8458	2.5173	2.3957	3.8924	0.2036	3.0302	0.6056
1.3571	2.5775	4.6063	3.1748	2.2772	4.6921	2.8258	0.6939
3.4741	0.4987	3.1992	1.3059	0.5595	1.6960	4.2191	0.8262
2.3224	0.9090	0.3374	3.7301	1.1062	2.4178	2.3692	1.5007
3.2636	4.8865	3.8964	2.1560	0.0901	1.9266	2.7617	1.4472
4.5041	2.3680	4.6220	1.7813	2.0601	2.4478	2.4752	0.5342
2.9465	0.6744	1.8400	3.5060	2.3704	1.0591	4.3322	4.6928
1.9681	4.6696	3.4229	3.0743	2.0873	0.7920	4.5750	0.3509
0.6785	3.4713	2.5069	0.7686	0.3979	0.2686	2.2158	4.9020
2.6366	1.8378	1.6833	4.6967	4.2856	4.1585	0.2308	2.2321
4.8330	2.0708	0.7381	2.2034	3.1299	0.0703	1.8962	0.0980
4.7399	0.3191	3.1723	1.8272	1.1111	2.7472	2.1781	1.7897
1.2185	4.6850	2.5583	1.6164	4.9536	4.7741	1.5184	2.5902
1.6119	3.2017	2.2869	0.8975	2.3602	2.5177	3.1297	2.1932
4.5885	3.8678	4.3966	2.7184	3.9381	1.2928	2.8164	3.6780
1.6118	0.9886	0.5052	2.7230	3.7358	2.6834	4.5126	4.9543
2.3684	2.0709	1.5708	2.3220	1.8450	3.0892	4.9122	3.4569
1.2909	2.1991	4.3544	3.6512	4.7168	2.4841	0.8444	4.3053
1.3519	0.2409	2.0237	0.2900	1.5337	4.8400	3.9680	3.1455
0.8286	4.4732	0.8685	4.5645	2.1566	0.3812	4.5188	4.5250
2.4521	1.0896	1.8470	4.2971	4.1788	1.7592	2.7540	0.4698
3.9584	2.1084	4.1209	3.6751	4.5925	4.9653	2.9804	0.9444
0.2062	0.0041	1.2344	1.7399	4.8441	0.2024	4.8854	0.6728
4.6756	0.7539	0.2372	1.8322	1.1351	4.7560	1.3571	3.5872
0.8456	3.2041	2.8843	0.0245	4.9634	0.6383	0.4942	3.9218
2.7467	4.6151	2.5969	2.3392	4.5804	0.5773	3.2837	4.7866
0.5814	4.5181	1.5265	0.4255	4.7204	1.4118	1.0982	4.3960
2.1658	1.3355	1.2282	3.3008	1.0915	2.5854	1.8880	1.9371
3.9151	0.2830	4.9710	4.7809	3.2709	2.8743	4.0665	0.7895
4.0755	3.6603	1.8022	0.1177	3.6516	4.8081	1.6747	4.7723
4.1008	1.8782	1.8271	2.0669	0.6321	2.9017	2.2191	1.9616
1.4271	1.0049	1.3962	3.2546	1.5917	0.3772	3.5213	0.7529
3.9729	1.1650	1.3208	2.8879	1.4479	1.2918	2.6689	0.4105
4.7188	4.1661	1.7353	3.7943	2.8264	3.5376	3.9120	2.4558
1.4780	3.3456	0.5867	0.5788	0.2238	2.4138	2.6457	4.6747
0.8559	0.3155	4.8647	2.2830	1.3204	1.2609	0.5377	3.1572
2.9121	1.6381	4.0590	1.8850	2.8030	0.3797	4.7729	2.0710
4.2510	1.6715	2.4418	3.9698	0.8376	4.1771	2.7641	2.2715
3.6640	2.7147	1.6761	0.1420	1.0603	2.2628	0.7208	0.4965
1.2841	4.6766	3.3665	2.1400	4.9921	3.2313	4.4230	1.6514
1.3126	4.4921	4.9607	4.2247	1.1302	4.0196	1.1097	2.8489
3.9333	4.3994	0.8826	3.1842	1.0709	3.3244	2.1540	3.7801
1.9085	2.5015	4.9180	0.5726	0.2162	1.5941	0.7146	1.4380
1.2766	3.8569	1.4354	2.5607	3.5335	4.8019	4.7007	3.4302
3.5256	3.0332	4.1237	4.8382	2.5253	4.0844	4.0629	3.2982
3.6556	3.1040	0.1726	2.5888	2.5034	1.0552	0.7730	2.9644
3.5743	4.3796	2.9270	0.4828	1.8811	2.8450	1.0554	3.8557
2.0974	4.4391	1.7700	3.3739	3.2960	3.2054	0.9346	3.0186
1.8294	3.0074	0.6353	0.3550	1.0406	4.7590	0.1932	4.3763
3.5659	3.8434	4.2561	2.2215	1.9474	4.4287	4.8103	4.9540
4.4508	0.4839	0.5833	3.0251	4.8635	3.5103	3.5079	2.4147
1.7447	1.3553	4.5633	3.8420	0.7944	1.3333	2.2159	1.5420
4.0904	4.5388	3.1506	0.9199	2.5461	3.7859	1.2749	1.2894
3.5867	3.5449	1.4681	2.1526	2.3883	0.7243	4.3741	3.6429
4.3357	0.1530	4.1844	3.7865	0.6369	4.7677	1.8116	4.8429
0.5004	3.2780	0.3195	2.2451	4.6333	4.8829	1.0871	2.3809
0.4278	1.2162	3.3031	4.5182	0.7550	1.4536	0.4381	1.2282
3.3011	0.2395	1.7130	1.8878	3.7843	3.1811	4.0404	1.7309
1.1726	3.9054	3.4145	0.5083	4.0583	2.5989	4.2948	4.3181
4.6952	2.3666	1.1064	0.1956	0.6446	1.4260	2.4407	2.0177
0.2779	1.3089	3.5278	0.7057	2.5251	1.8309	0.2239	1.5031
3.2800	3.2845	0.6620	1.5811	3.5240	2.3749	3.4690	1.2797
2.3084	0.5560	2.5094	3.4810	4.4614	0.9239	3.9893	2.7706
3.5197	3.5228	3.2842	3.2150	0.8894	4.3906	3.4106	1.9137
1.5340	0.8166	0.8513	1.8120	2.1254	4.3792	2.5177	3.7355
4.6505	1.2101	2.7416	2.9305	4.4946	3.4036	4.5117	2.4453
3.0186	0.7785	2.9806	0.3270	1.3346	0.4900	3.8080	0.0709
0.7960	1.4139	2.7973	4.3157	4.9367	1.0814	2.5307	0.8065
0.8262	0.4720	0.9413	2.3602	1.2886	1.7926	4.1722	4.7168
3.4141	1.1718	1.6899	3.0646	2.3819	4.4315	0.9951	0.5673
1.8765	2.8351	0.5067	4.8952	3.6137	3.4873	0.2222	2.4579
4.9483	3.9773	4.0301	0.7443	0.3912	1.8274	0.0600	2.5657
0.3280	2.9089	2.5907	1.1541	3.3809	3.5320	3.5143	4.3474
4.6695	0.3246	2.6865	3.0836	1.4964	4.3764	1.1482	3.8959
3.8783	3.8079	2.1433	0.7549	1.6431	2.6500	0.6500	0.9959
0.2568	1.1374	0.8722	0.2050	0.1147	4.9023	0.9493	2.6456
0.5059	1.7297	1.0093	0.8339	4.6386	3.6000	1.9880	1.8603
3.0195	2.1320	0.5024	2.6891	2.4566	3.1889	0.7727	4.8517
3.9530	2.5653	1.9209	2.8313	1.3733	4.0641	3.5862	0.6642
3.0163	1.7142	4.2362	3.2731	2.8515	0.1084	3.4781	1.2366
2.9662	0.0107	4.4274	3.4722	1.7405	0.4367	4.3061	4.8057
1.3791	4.0367	1.2941	4.3986	1.1687	1.7965	2.0877	3.0789
3.6253	4.9854	2.8604	2.5783	2.5507	4.7812	0.4096	2.7786
3.9239	3.8454	3.9958	1.9403	0.5595	3.2320	0.2134	1.0951
3.4111	3.3404	3.6915	1.3773	3.3511	3.1190	4.8494	1.7218
0.0915	3.5557	4.1555	1.4706	2.5924	0.4496	0.8692	2.6215
3.7612	2.2461	2.9568	2.3864	2.2314	0.8172	4.9647	3.4760
4.7821	0.5984	0.3743	3.7060	4.4438	4.3701	0.6463	2.9500
0.0034	2.6021	0.8597	3.4144	0.9424	4.5512	4.7917	4.3523
4.2935	2.6702	4.6411	4.3850	1.2259	3.7966	0.8556	2.7941
3.8183	4.2462	1.7248	2.5795	1.4923	4.6816	4.9660	4.9678
3.7237	0.4988	4.9307	3.5058	1.0973	0.3050	2.2119	0.8555
0.5411	4.6751	2.8582	0.5444	2.2772	3.7179	3.9588	4.0738
3.2196	3.2691	3.7505	2.5130	0.9393	3.3917	1.8980	2.7384
2.1652	2.1883	2.7536	0.9836	1.4345	4.4784	3.5631	2.7691
2.9269	4.1600	3.5290	1.6506	4.6588	3.4597	0.1564	2.8093
0.7561	3.7647	2.3683	1.2971	3.4398	0.2265	1.8416	0.1837
2.2136	4.5510	1.4496	3.1529	2.9426	3.3477	0.3182	2.8400
0.1309	1.1013	1.3017	1.5655	0.5797	4.8648	4.4923	3.6159
4.7397	3.3939	1.1429	4.3985	1.8536	1.2994	0.1545	4.9006
0.6183	3.6677	1.4517	4.0582	3.8942	3.2933	4.7752	3.4073
2.8387	4.0937	3.7117	0.0523	3.6446	0.1613	3.2053	1.0738
1.5873	3.5090	3.5234	1.7182	4.6103	4.8252	3.2837	2.4663
0.1900	4.6900	2.7760	4.9296	3.0839	3.9189	4.3281	2.7548
4.9375	0.2183	4.4826	0.5558	3.8860	0.9343	4.6140	4.9696
2.7802	4.2276	4.3892	0.6190	3.3213	3.1009	0.6713	3.4622
1.9659	3.2623	3.8765	3.5531	1.7713	2.4000	0.2713	0.4004
1.3815	2.2251	3.5550	1.5715	1.9151	1.3310	1.5011	1.8299
4.9990	0.2500	0.8292	4.9365	0.4683	0.3119	0.4923	3.3139
4.3543	1.2462	0.1063	2.1345	0.4738	4.4955	2.7535	1.0646
3.7951	2.5964	3.4248	0.7610	0.8587	2.3013	4.3141	3.0665
2.6299	4.7012	4.5854	4.0115	1.9264	3.1405	0.5830	3.1196
3.8415	4.4715	2.0841	3.8405	4.7215	2.9133	3.7770	4.1435
0.1898	3.2252	4.2693	4.5441	4.4714	4.3757	1.6786	0.8451
4.9452	3.8712	4.4321	3.7403	1.4676	2.8569	4.5013	4.2147
3.9677	1.7858	1.5413	4.5507	0.6273	1.0128	1.6349	0.8653
4.4678	0.7342	4.5482	3.2448	0.9240	2.7734	2.5141	3.4665
0.4681	2.2449	1.8898	2.1467	2.1901	0.7610	1.5788	2.6907
0.9304	2.2286	4.4357	0.4316	4.5549	4.5938	4.2470	3.8154
4.5112	4.4533	2.6478	3.4789	1.2391	4.1890	3.0297	2.8188
1.8663	0.2018	4.6645	1.3341	0.9360	4.2127	4.5789	0.4848
1.8600	1.9862	2.0931	2.3281	4.2310	3.9829	4.4748	3.7832
1.4211	4.7439	1.0536	2.3515	1.9725	0.4893	2.7831	3.6743
1.5275	0.0831	2.0301	1.0387	4.5364	4.6779	4.5176	4.5586
0.7755	3.8669	2.5473	2.6418	4.0687	2.2118	3.9760	1.5216
0.0047	1.4245	3.5549	1.8648	3.4107	0.6480	4.1929	1.4434
2.6417	4.6309	3.6677	4.0628	4.3748	4.7213	1.4143	2.3680
1.3473	0.2106	4.1974	2.8748	0.2937	1.2275	3.9135	1.7054
4.8301	0.9054	3.4310	0.6056	4.7723	0.9783	3.2474	4.2834
3.8410	3.1901	2.2233	3.8457	4.6146	0.7782	0.7105	0.9838
